Sample_Name,MAG_Identifier,Contig,Start,Stop,ORF_ID,Best_Hit_ARO,Resistance Mechanism,AMR_Gene_Family,Antibiotic,Drug Class,Model_Type,Percent of Sequence,Identity_perc
bc2122,semibin2,contig_1644_55,64664,65677,,vanH gene in vanB cluster,antibiotic target alteration,vanH; glycopeptide resistance gene cluster,vancomycin,glycopeptide antibiotic,Strict,104.33,38.44
bc2122,semibin2,contig_1891_71,67061,67393,,qacG,antibiotic efflux,small multidrug resistance (SMR) antibiotic efflux pump,benzalkonium chloride,disinfecting agents and antiseptics,Strict,102.80,44.55
bc2122,semibin2,contig_1891_133,140042,143224,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.09,51.18
bc2122,semibin2,contig_1305_289,341564,344737,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,99.81,50.52
bc2122,semibin2,contig_1880_26,29824,32991,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,99.62,43.19
bc2122,semibin2,contig_79_176,197355,200537,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.09,50.33
bc2122,semibin2,contig_108_68,71835,75014,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.00,42.21
bc2122,semibin2,contig_1715_6,3365,6034,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,83.95,49.6
bc2122,semibin2,contig_1833_230,237696,238676,,SGM-6,antibiotic inactivation,SGM beta-lactamase,5649,carbapenem,Strict,100.00,97.85
bc2122,semibin2,contig_1541_59,46135,46794,,vanW gene in vanG cluster,antibiotic target alteration,vanW; glycopeptide resistance gene cluster,vancomycin,glycopeptide antibiotic,Strict,77.94,35.0
bc2122,semibin2,contig_166_270,292075,294522,,vanT gene in vanG cluster,antibiotic target alteration,glycopeptide resistance gene cluster; vanT,vancomycin,glycopeptide antibiotic,Strict,114.47,36.02
bc2122,semibin2,contig_1170_264,293551,296742,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.38,76.44
bc2122,semibin2,contig_1580_55,62575,63156,,Pseudomonas aeruginosa soxR,antibiotic target alteration; antibiotic efflux,ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump,tigecycline; ciprofloxacin; acriflavine; tetracycline; rifampin; chloramphenicol; ampicillin; norfloxacin; cefalotin; triclosan,fluoroquinolone antibiotic; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,Strict,123.72,65.31
bc2122,semibin2,contig_16_35,40039,43218,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.00,45.27
bc2122,semibin2,contig_1609_9,7967,11119,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,99.15,42.19
bc2122,semibin2,contig_1096_151,151747,154935,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.28,53.32
bc2122,semibin2,contig_2_132,126338,129526,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.28,71.36
bc2123,complete.12,contig_1401_245,241201,242571,,vanW gene in vanI cluster,antibiotic target alteration,vanW; glycopeptide resistance gene cluster,vancomycin; teicoplanin,glycopeptide antibiotic,Strict,122.25,30.39
bc2123,complete.12,contig_1401_1072,1093184,1096324,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,98.77,42.28
bc2123,complete.12,contig_1401_1929,2030031,2031383,,vanW gene in vanI cluster,antibiotic target alteration,vanW; glycopeptide resistance gene cluster,vancomycin; teicoplanin,glycopeptide antibiotic,Strict,120.64,32.59
bc2123,complete.12,contig_1401_2239,2396991,2398103,,vanT gene in vanG cluster,antibiotic target alteration,glycopeptide resistance gene cluster; vanT,vancomycin,glycopeptide antibiotic,Strict,51.97,36.1
bc2123,complete.12,contig_1401_2830,3070876,3071334,,FosXCC,antibiotic inactivation,fosfomycin thiol transferase,fosfomycin,phosphonic acid antibiotic,Strict,107.80,68.66
bc2123,complete.12,contig_1401_3413,3717824,3718921,,vanG,antibiotic target alteration,glycopeptide resistance gene cluster; Van ligase,vancomycin,glycopeptide antibiotic,Strict,104.58,39.34
bc2123,complete.12,contig_1401_3827,4172127,4175279,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,99.15,43.53
bc2123,complete.22,contig_380_408,495179,497104,,tet(Q),antibiotic target protection,tetracycline-resistant ribosomal protection protein,tetracycline; doxycycline; minocycline; chlortetracycline; demeclocycline; oxytetracycline,tetracycline antibiotic,Strict,97.56,96.41
bc2123,complete.22,contig_380_1634,2021571,2024063,,vanT gene in vanG cluster,antibiotic target alteration,glycopeptide resistance gene cluster; vanT,vancomycin,glycopeptide antibiotic,Strict,116.57,31.73
bc2123,complete.23,contig_398_377,384230,384574,,qacJ,antibiotic efflux,small multidrug resistance (SMR) antibiotic efflux pump,benzalkonium chloride,disinfecting agents and antiseptics,Strict,106.54,40.74
bc2123,complete.23,contig_398_3383,3568178,3571375,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.57,47.08
bc2123,complete.33,contig_5291_488,540113,542560,,vanT gene in vanG cluster,antibiotic target alteration,glycopeptide resistance gene cluster; vanT,vancomycin,glycopeptide antibiotic,Strict,114.47,34.58
bc2123,complete.33,contig_5291_2040,2198522,2198857,,qacG,antibiotic efflux,small multidrug resistance (SMR) antibiotic efflux pump,benzalkonium chloride,disinfecting agents and antiseptics,Strict,103.74,49.51
bc2123,metabat2.13,contig_1341_395,426853,427668,,vanY gene in vanM cluster,antibiotic target alteration,vanY; glycopeptide resistance gene cluster,vancomycin; teicoplanin,glycopeptide antibiotic,Strict,116.31,35.29
bc2123,metabat2.13,contig_1341_893,978351,981518,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,99.62,61.84
bc2123,metabat2.23,contig_1170_1219,1389682,1390851,,vanT gene in vanG cluster,antibiotic target alteration,glycopeptide resistance gene cluster; vanT,vancomycin,glycopeptide antibiotic,Strict,54.63,31.0
bc2123,metabat2.23,contig_1263_525,529588,531321,,vanW gene in vanI cluster,antibiotic target alteration,vanW; glycopeptide resistance gene cluster,vancomycin; teicoplanin,glycopeptide antibiotic,Strict,154.69,39.73
bc2123,metabat2.23,contig_1170_1702,1932566,1936444,,Mycobacterium tuberculosis rpoC mutations confer resistance to rifampicin,antibiotic target alteration,rifampicin resistant rpoC,rifampin; rifabutin,rifamycin antibiotic,Strict,98.18,67.76
bc2123,metabat2.30,contig_2311_157,163860,167015,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,99.24,46.67
bc2123,metabat2.30,contig_4857_343,408270,411416,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,98.96,44.77
bc2123,metabat2.37,contig_1012_4,1585,1920,,qacG,antibiotic efflux,small multidrug resistance (SMR) antibiotic efflux pump,benzalkonium chloride,disinfecting agents and antiseptics,Strict,103.74,43.81
bc2123,metabat2.37,contig_1012_197,200078,200866,,aadA,antibiotic inactivation,ANT(3''),spectinomycin; streptomycin,aminoglycoside antibiotic,Strict,99.62,99.62
bc2123,metabat2.37,contig_1012_518,528940,532098,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,99.34,41.32
bc2123,metabat2.38,contig_1052_75,91647,93356,,ArnT,antibiotic target alteration,pmr phosphoethanolamine transferase,colistin A; colistin B,peptide antibiotic,Strict,103.27,40.55
bc2123,metabat2.38,contig_1052_85,105104,106753,,ArnT,antibiotic target alteration,pmr phosphoethanolamine transferase,colistin A; colistin B,peptide antibiotic,Strict,99.64,42.02
bc2123,metabat2.38,contig_1052_134,156066,159164,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,97.45,43.49
bc2123,metabat2.38,contig_1052_412,476501,477823,,Acinetobacter baumannii AbaQ,antibiotic efflux,major facilitator superfamily (MFS) antibiotic efflux pump,levofloxacin; nalidixic acid,fluoroquinolone antibiotic,Strict,101.38,72.96
bc2123,metabat2.38,contig_2234_367,425850,426038,,rsmA,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,trimethoprim; chloramphenicol,fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic,Strict,101.64,80.65
bc2123,metabat2.38,contig_444_305,320809,321267,,Pseudomonas aeruginosa soxR,antibiotic target alteration; antibiotic efflux,ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump,tigecycline; ciprofloxacin; acriflavine; tetracycline; rifampin; chloramphenicol; ampicillin; norfloxacin; cefalotin; triclosan,fluoroquinolone antibiotic; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,Strict,97.44,68.31
bc2123,metabat2.38,contig_5078_108,111736,114927,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.38,66.86
bc2123,metabat2.38,contig_5251_26,23070,23486,,FosA8,antibiotic inactivation,fosfomycin thiol transferase,fosfomycin,phosphonic acid antibiotic,Strict,97.87,60.43
bc2123,metabat2.38,contig_5373_155,154125,154997,,vanW gene in vanG cluster,antibiotic target alteration,vanW; glycopeptide resistance gene cluster,vancomycin,glycopeptide antibiotic,Strict,103.20,33.71
bc2123,metabat2.39,contig_439_580,646677,647336,,vanW gene in vanG cluster,antibiotic target alteration,vanW; glycopeptide resistance gene cluster,vancomycin,glycopeptide antibiotic,Strict,77.94,35.0
bc2123,metabat2.39,contig_5090_155,165055,167502,,vanT gene in vanG cluster,antibiotic target alteration,glycopeptide resistance gene cluster; vanT,vancomycin,glycopeptide antibiotic,Strict,114.47,36.02
bc2123,metabat2.40,contig_1925_13,8127,8942,,vanY gene in vanM cluster,antibiotic target alteration,vanY; glycopeptide resistance gene cluster,vancomycin; teicoplanin,glycopeptide antibiotic,Strict,116.31,34.31
bc2123,metabat2.40,contig_2028_24,19314,22481,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,99.62,61.74
bc2123,metabat2.40,contig_4079_62,67969,68172,,rsmA,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,trimethoprim; chloramphenicol,fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic,Strict,109.84,81.36
bc2123,metabat2.47,contig_1541_1506,1668518,1671748,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,101.61,70.89
bc2123,metabat2.47,contig_1541_3677,4035504,4035914,,FosA8,antibiotic inactivation,fosfomycin thiol transferase,fosfomycin,phosphonic acid antibiotic,Strict,96.45,55.88
bc2123,metabat2.53,contig_1958_1,2,2173,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,68.27,59.72
bc2123,metabat2.53,contig_5026_10,9170,10273,,vanG,antibiotic target alteration,glycopeptide resistance gene cluster; Van ligase,vancomycin,glycopeptide antibiotic,Strict,105.16,37.36
bc2123,metabat2.53,contig_5202_63,60862,61674,,vanY gene in vanM cluster,antibiotic target alteration,vanY; glycopeptide resistance gene cluster,vancomycin; teicoplanin,glycopeptide antibiotic,Strict,115.88,34.06
bc2123,semibin2,contig_3020_23,17819,19549,,vanW gene in vanI cluster,antibiotic target alteration,vanW; glycopeptide resistance gene cluster,vancomycin; teicoplanin,glycopeptide antibiotic,Strict,154.42,37.67
bc2123,semibin2,contig_5352_31,34730,35956,,vanT gene in vanG cluster,antibiotic target alteration,glycopeptide resistance gene cluster; vanT,vancomycin,glycopeptide antibiotic,Strict,57.30,30.93
bc2123,semibin2,contig_5231_102,97503,101381,,Mycobacterium tuberculosis rpoC mutations confer resistance to rifampicin,antibiotic target alteration,rifampicin resistant rpoC,rifampin; rifabutin,rifamycin antibiotic,Strict,98.18,68.14
bc2123,semibin2,contig_1076_15,9916,13077,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,99.43,45.45
bc2123,semibin2,contig_210_147,169272,172481,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.94,41.81
bc2123,semibin2,contig_2289_22,25941,29165,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,101.42,50.6
bc2123,semibin2,contig_4427_77,77345,80527,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.09,47.13
bc2123,semibin2,contig_5079_50,53698,54147,,FosXCC,antibiotic inactivation,fosfomycin thiol transferase,fosfomycin,phosphonic acid antibiotic,Strict,105.67,54.07
bc2123,semibin2,contig_1246_29,33149,34165,,vanH gene in vanB cluster,antibiotic target alteration,vanH; glycopeptide resistance gene cluster,vancomycin,glycopeptide antibiotic,Strict,104.64,38.44
bc2123,semibin2,contig_4853_116,116358,116690,,qacG,antibiotic efflux,small multidrug resistance (SMR) antibiotic efflux pump,benzalkonium chloride,disinfecting agents and antiseptics,Strict,102.80,44.9
bc2123,semibin2,contig_404_306,371279,373774,,vanT gene in vanG cluster,antibiotic target alteration,glycopeptide resistance gene cluster; vanT,vancomycin,glycopeptide antibiotic,Strict,116.71,32.61
bc2123,semibin2,contig_4833_249,257783,260962,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.00,42.21
bc2123,semibin2,contig_658_889,919694,922882,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,100.28,51.15
bc2123,semibin2,contig_658_1786,1868120,1869100,,SGM-6,antibiotic inactivation,SGM beta-lactamase,5649,carbapenem,Strict,100.00,97.85
bc2123,semibin2,contig_763_89,109564,112737,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,99.81,50.52
bc2123,semibin2,contig_2921_219,227025,227354,,qacG,antibiotic efflux,small multidrug resistance (SMR) antibiotic efflux pump,benzalkonium chloride,disinfecting agents and antiseptics,Strict,101.87,43.4
bc2123,semibin2,contig_3619_54,68374,71526,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,99.15,42.99
bc2123,semibin2,contig_4549_142,144940,146091,,vanT gene in vanG cluster,antibiotic target alteration,glycopeptide resistance gene cluster; vanT,vancomycin,glycopeptide antibiotic,Strict,53.79,35.88
bc2124,complete.36,contig_46_1303,1378485,1381649,,adeF,antibiotic efflux,resistance-nodulation-cell division (RND) antibiotic efflux pump,tetracycline,fluoroquinolone antibiotic; tetracycline antibiotic,Strict,99.53,43.22
